,0,1,2,Longitude, Latitude
186,175497,1,2019-06-13 12:22:01.762888,13.40688,52.52771
187,184168,1,2019-06-13 12:22:01.762888,13.408341,52.512466
188,175119,1,2019-06-13 12:22:01.762888,13.415294961,52.51523784
189,177372,1,2019-06-13 12:22:01.762888,13.414908,52.525177
190,174744,1,2019-06-13 12:22:01.762888,13.412815,52.51364
191,176542,1,2019-06-13 12:22:01.762888,13.405784,52.511944
192,177318,1,2019-06-13 12:22:01.762888,13.402489,52.512
193,176761,1,2019-06-13 12:22:01.762888,13.408532,52.52789
194,177584,1,2019-06-13 12:22:01.762888,13.409015,52.527866
195,178179,1,2019-06-13 12:22:01.762888,13.408993,52.52788
196,177194,1,2019-06-13 12:22:01.762888,13.407324,52.528164
197,183897,1,2019-06-13 12:22:01.762888,13.408984,52.527946
198,175384,1,2019-06-13 12:22:01.762888,13.409076,52.527942
199,186953,1,2019-06-13 12:22:01.762888,13.395319,52.514084
200,183949,1,2019-06-13 12:22:01.762888,13.40762,52.528187
201,177776,1,2019-06-13 12:22:01.762888,13.40918,52.511993
202,184078,1,2019-06-13 12:22:01.762888,13.391998,52.52318
203,176884,1,2019-06-13 12:22:01.762888,13.392898,52.51572
204,175251,1,2019-06-13 12:22:01.762888,13.409134,52.528126
205,174941,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
206,177105,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
207,177436,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
208,175245,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
209,177536,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
210,177746,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
211,175978,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
212,177617,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
213,174676,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
214,175823,1,2019-06-13 12:22:01.762888,13.3967838,52.5130886
215,177792,1,2019-06-13 12:22:01.762888,13.413576,52.52673
216,175780,1,2019-06-13 12:22:01.762888,13.396819,52.526985
217,177360,1,2019-06-13 12:22:01.762888,13.397018,52.527073
218,176430,1,2019-06-13 12:22:01.762888,13.396794,52.52698
219,187038,1,2019-06-13 12:22:01.762888,13.396675,52.52693
220,176812,1,2019-06-13 12:22:01.762888,13.396815,52.526997
221,174679,1,2019-06-13 12:22:01.762888,13.3909445,52.518993
222,175303,1,2019-06-13 12:22:01.762888,13.391584,52.522766
223,175040,1,2019-06-13 12:22:01.762888,13.391963,52.523468
224,177646,1,2019-06-13 12:22:01.762888,13.415284,52.514088
225,175476,1,2019-06-13 12:22:01.762888,13.391699,52.52312
226,177763,1,2019-06-13 12:22:01.762888,13.39695,52.527157
227,175833,1,2019-06-13 12:22:01.762888,13.408746,52.528347
228,176120,1,2019-06-13 12:22:01.762888,13.409005,52.528313
229,177017,1,2019-06-13 12:22:01.762888,13.396785,52.527115
230,178128,1,2019-06-13 12:22:01.762888,13.3931467,52.5248773
231,175219,1,2019-06-13 12:22:01.762888,13.3931467,52.5248773
232,175221,1,2019-06-13 12:22:01.762888,13.3931467,52.5248773
233,183850,1,2019-06-13 12:22:01.762888,13.405252,52.528706
234,174927,1,2019-06-13 12:22:01.762888,13.418937,52.51819
235,184081,1,2019-06-13 12:22:01.762888,13.4004755,52.511734
236,186969,1,2019-06-13 12:22:01.762888,13.397953,52.527668
237,175873,1,2019-06-13 12:22:01.762888,13.390544,52.520336
238,175643,1,2019-06-13 12:22:01.762888,13.393078,52.525085
239,176721,1,2019-06-13 12:22:01.762888,13.390435,52.5202262
240,177434,1,2019-06-13 12:22:01.762888,13.390847,52.517853
241,177512,1,2019-06-13 12:22:01.762888,13.40229,52.51128
242,174764,1,2019-06-13 12:22:01.762888,13.397972,52.52781
243,175137,1,2019-06-13 12:22:01.762888,13.3978567,52.5277722
244,183996,1,2019-06-13 12:22:01.762888,13.3978567,52.5277722
245,175612,1,2019-06-13 12:22:01.762888,13.402126,52.511288
246,177786,1,2019-06-13 12:22:01.762888,13.393078,52.525192
247,176969,1,2019-06-13 12:22:01.762888,13.405442,52.528908
248,186809,1,2019-06-13 12:22:01.762888,13.4020275,52.5112521
249,176611,1,2019-06-13 12:22:01.762888,13.39257,52.524815
250,177629,1,2019-06-13 12:22:01.762888,13.413374,52.512684
251,178069,1,2019-06-13 12:22:01.762888,13.390254,52.519993
252,175917,1,2019-06-13 12:22:01.762888,13.401252,52.51134
253,178337,1,2019-06-13 12:22:01.762888,13.39145,52.523586
254,175964,1,2019-06-13 12:22:01.762888,13.397771,52.52785
255,175358,1,2019-06-13 12:22:01.762888,13.40601,52.511032
256,174903,1,2019-06-13 12:22:01.762888,13.39013,52.519836
257,178003,1,2019-06-13 12:22:01.762888,13.408632,52.511257
258,183886,1,2019-06-13 12:22:01.762888,13.400095,52.51147
259,184022,1,2019-06-13 12:22:01.762888,13.390113,52.519623
260,184172,1,2019-06-13 12:22:01.762888,13.390096,52.520065
261,176675,1,2019-06-13 12:22:01.762888,13.392699,52.525124
262,177348,1,2019-06-13 12:22:01.762888,13.393406,52.51431
263,177738,1,2019-06-13 12:22:01.762888,13.392723,52.525208
264,176788,1,2019-06-13 12:22:01.762888,13.4134445,52.51249
265,177545,1,2019-06-13 12:22:01.762888,13.397795,52.52803
266,178073,1,2019-06-13 12:22:01.762888,13.3935571,52.5140271
267,177686,1,2019-06-13 12:22:01.762888,13.3935571,52.5140271
268,176395,1,2019-06-13 12:22:01.762888,13.3935571,52.5140271
269,174863,1,2019-06-13 12:22:01.762888,13.3935571,52.5140271
270,176332,1,2019-06-13 12:22:01.762888,13.392681,52.52532
271,186978,1,2019-06-13 12:22:01.762888,13.393332,52.514103
272,174920,1,2019-06-13 12:22:01.762888,13.393092,52.52579
273,183698,1,2019-06-13 12:22:01.762888,13.400628,52.511105
274,183808,1,2019-06-13 12:22:01.762888,13.400975,52.528976
275,174689,1,2019-06-13 12:22:01.762888,13.410388,52.528713
276,174702,1,2019-06-13 12:22:01.762888,13.401859,52.510883
277,183746,1,2019-06-13 12:22:01.762888,13.407184683,52.529241137
278,174948,1,2019-06-13 12:22:01.762888,13.400664,52.51102
279,176537,1,2019-06-13 12:22:01.762888,13.393516,52.52631
280,175560,1,2019-06-13 12:22:01.762888,13.41555,52.513165
281,177326,1,2019-06-13 12:22:01.762888,13.395651,52.51249
282,177564,1,2019-06-13 12:22:01.762888,13.395637,52.512493
283,176304,1,2019-06-13 12:22:01.762888,13.402689,52.52936
284,177083,1,2019-06-13 12:22:01.762888,13.413503,52.527927
285,174747,1,2019-06-13 12:22:01.762888,13.418028,52.514805
286,177218,1,2019-06-13 12:22:01.762888,13.3897,52.522137
287,184095,1,2019-06-13 12:22:01.762888,13.412981,52.528202
288,174844,1,2019-06-13 12:22:01.762888,13.395601,52.51235
289,178057,1,2019-06-13 12:22:01.762888,13.390426,52.523808
290,183723,1,2019-06-13 12:22:01.762888,13.393949,52.526947
291,176153,1,2019-06-13 12:22:01.762888,13.405551,52.51036
292,174777,1,2019-06-13 12:22:01.762888,13.418026,52.514515
293,175415,1,2019-06-13 12:22:01.762888,13.418024,52.514481
294,174951,1,2019-06-13 12:22:01.762888,13.388973,52.52024
295,183804,1,2019-06-13 12:22:01.762888,13.391234,52.51494
296,176690,1,2019-06-13 12:22:01.762888,13.402346,52.529694
297,175380,1,2019-06-13 12:22:01.762888,13.4011965,52.529568
298,177192,1,2019-06-13 12:22:01.762888,13.400797,52.529526
299,174645,1,2019-06-13 12:22:01.762888,13.388849,52.52104
300,175485,1,2019-06-13 12:22:01.762888,13.400264,52.52953
301,176011,1,2019-06-13 12:22:01.762888,13.405949,52.51004
302,178046,1,2019-06-13 12:22:01.762888,13.3912115,52.525528
303,177731,1,2019-06-13 12:22:01.762888,13.390704,52.514923
304,176814,1,2019-06-13 12:22:01.762888,13.403973,52.50996
305,186812,1,2019-06-13 12:22:01.762888,13.4102545,52.51047
306,177991,1,2019-06-13 12:22:01.762888,13.389082,52.51702
307,175959,1,2019-06-13 12:22:01.762888,13.390529,52.514957
308,175379,1,2019-06-13 12:22:01.762888,13.390552,52.514835
309,176835,1,2019-06-13 12:22:01.762888,13.407685,52.509933
310,176479,1,2019-06-13 12:22:01.762888,13.416291,52.512463
311,175990,1,2019-06-13 12:22:01.762888,13.391332,52.514023
312,175559,1,2019-06-13 12:22:01.762888,13.390629,52.51464
313,183837,1,2019-06-13 12:22:01.762888,13.398209,52.510593
314,184114,1,2019-06-13 12:22:01.762888,13.388187,52.518734
315,178172,1,2019-06-13 12:22:01.762888,13.388184,52.518684
316,176764,1,2019-06-13 12:22:01.762888,13.388126,52.52105
317,186855,1,2019-06-13 12:22:01.762888,13.38818,52.518677
318,178279,1,2019-06-13 12:22:01.762888,13.388059,52.520832
319,175982,1,2019-06-13 12:22:01.762888,13.38805,52.52083
320,176762,1,2019-06-13 12:22:01.762888,13.388077,52.51892
321,178259,1,2019-06-13 12:22:01.762888,13.387986,52.520424
322,175310,1,2019-06-13 12:22:01.762888,13.387992,52.520576
323,174873,1,2019-06-13 12:22:01.762888,13.4201002,52.5247712
324,176276,1,2019-06-13 12:22:01.762888,13.422005,52.519833
325,176669,1,2019-06-13 12:22:01.762888,13.387891,52.520386
326,176853,1,2019-06-13 12:22:01.762888,13.389993,52.514904
327,186922,1,2019-06-13 12:22:01.762888,13.388694,52.516644
328,175589,1,2019-06-13 12:22:01.762888,13.3877742,52.5204971
329,175329,1,2019-06-13 12:22:01.762888,13.389106,52.51593
330,175673,1,2019-06-13 12:22:01.762888,13.397548502,52.529462944
331,175732,1,2019-06-13 12:22:01.762888,13.387776,52.520763
332,175148,1,2019-06-13 12:22:01.762888,13.3891207,52.5158389
333,175791,1,2019-06-13 12:22:01.762888,13.3891207,52.5158389
334,176399,1,2019-06-13 12:22:01.762888,13.422196,52.519512
335,175389,1,2019-06-13 12:22:01.762888,13.388731,52.523624
336,176557,1,2019-06-13 12:22:01.762888,13.42222,52.51961
337,176422,1,2019-06-13 12:22:01.762888,13.401858,52.53037
338,177641,1,2019-06-13 12:22:01.762888,13.3881445,52.522526
339,176253,1,2019-06-13 12:22:01.762888,13.387857,52.518295
340,175665,1,2019-06-13 12:22:01.762888,13.415415,52.511593
341,175639,1,2019-06-13 12:22:01.762888,13.4016978,52.5303846
342,176939,1,2019-06-13 12:22:01.762888,13.4016978,52.5303846
343,176273,1,2019-06-13 12:22:01.762888,13.4016978,52.5303846
344,177945,1,2019-06-13 12:22:01.762888,13.4016978,52.5303846
345,183761,1,2019-06-13 12:22:01.762888,13.400189,52.530178
346,177556,1,2019-06-13 12:22:01.762888,13.38953,52.515118
347,175202,1,2019-06-13 12:22:01.762888,13.389844,52.514744
348,176432,1,2019-06-13 12:22:01.762888,13.394407,52.51157
349,178232,1,2019-06-13 12:22:01.762888,13.401882,52.53054
350,186823,1,2019-06-13 12:22:01.762888,13.419119,52.51365
351,176257,1,2019-06-13 12:22:01.762888,13.401547,52.509487
352,176551,1,2019-06-13 12:22:01.762888,13.416501,52.511784
353,177500,1,2019-06-13 12:22:01.762888,13.389908,52.525787
354,183951,1,2019-06-13 12:22:01.762888,13.387766,52.517212
355,183766,1,2019-06-13 12:22:01.762888,13.396037,52.510574
356,177262,1,2019-06-13 12:22:01.762888,13.394286,52.511223
357,174935,1,2019-06-13 12:22:01.762888,13.389044,52.514946
358,174888,1,2019-06-13 12:22:01.762888,13.387653,52.523067
359,175072,1,2019-06-13 12:22:01.762888,13.39312,52.52828
360,184079,1,2019-06-13 12:22:01.762888,13.387622,52.523018
361,176192,1,2019-06-13 12:22:01.762888,13.3953285,52.529285
362,176839,1,2019-06-13 12:22:01.762888,13.392808,52.528164
363,176989,1,2019-06-13 12:22:01.762888,13.39543,52.510605
364,183983,1,2019-06-13 12:22:01.762888,13.39543,52.510605
365,175736,1,2019-06-13 12:22:01.762888,13.39543,52.510605
366,176498,1,2019-06-13 12:22:01.762888,13.39543,52.510605
367,176037,1,2019-06-13 12:22:01.762888,13.387531,52.523125
368,177458,1,2019-06-13 12:22:01.762888,13.395702,52.510498
369,178145,1,2019-06-13 12:22:01.762888,13.398084,52.509727
370,184117,1,2019-06-13 12:22:01.762888,13.390747,52.52698
371,175478,1,2019-06-13 12:22:01.762888,13.39071,52.526962
372,175603,1,2019-06-13 12:22:01.762888,13.387043,52.51771
373,175056,1,2019-06-13 12:22:01.762888,13.3955765,52.510433
374,174766,1,2019-06-13 12:22:01.762888,13.386853,52.51781
375,186810,1,2019-06-13 12:22:01.762888,13.386939,52.522472
376,176278,1,2019-06-13 12:22:01.762888,13.395592,52.52975
377,174932,1,2019-06-13 12:22:01.762888,13.386681,52.517838
378,175877,1,2019-06-13 12:22:01.762888,13.386815,52.52261
379,183754,1,2019-06-13 12:22:01.762888,13.386313,52.51998
380,176007,1,2019-06-13 12:22:01.762888,13.412644,52.530354
381,177062,1,2019-06-13 12:22:01.762888,13.416946,52.5287448
382,183929,1,2019-06-13 12:22:01.762888,13.416946,52.5287448
383,176038,1,2019-06-13 12:22:01.762888,13.416946,52.5287448
384,183877,1,2019-06-13 12:22:01.762888,13.416946,52.5287448
385,177423,1,2019-06-13 12:22:01.762888,13.416946,52.5287448
386,183684,1,2019-06-13 12:22:01.762888,13.4004965,52.508945
387,175200,1,2019-06-13 12:22:01.762888,13.388778,52.514263
388,175361,1,2019-06-13 12:22:01.762888,13.402295,52.508717
389,175204,1,2019-06-13 12:22:01.762888,13.390739,52.512505
390,175633,1,2019-06-13 12:22:01.762888,13.3862705,52.521614
391,178177,1,2019-06-13 12:22:01.762888,13.411812,52.530857
392,177665,1,2019-06-13 12:22:01.762888,13.40264,52.531586
393,175552,1,2019-06-13 12:22:01.762888,13.386145,52.522266
394,178105,1,2019-06-13 12:22:01.762888,13.4002,52.5087
395,176152,1,2019-06-13 12:22:01.762888,13.3857465,52.519903
396,174748,1,2019-06-13 12:22:01.762888,13.3857465,52.519903
397,176718,1,2019-06-13 12:22:01.762888,13.3857465,52.519903
398,175756,1,2019-06-13 12:22:01.762888,13.3857465,52.519903
399,177395,1,2019-06-13 12:22:01.762888,13.3857465,52.519903
400,177109,1,2019-06-13 12:22:01.762888,13.405063,52.50832
401,184057,1,2019-06-13 12:22:01.762888,13.385674,52.520187
402,177489,1,2019-06-13 12:22:01.762888,13.385639,52.520157
403,175087,1,2019-06-13 12:22:01.762888,13.38563,52.52017
404,177801,1,2019-06-13 12:22:01.762888,13.419692,52.512398
405,176472,1,2019-06-13 12:22:01.762888,13.387047,52.515564
406,175622,1,2019-06-13 12:22:01.762888,13.385584,52.52016
407,177560,1,2019-06-13 12:22:01.762888,13.385584,52.52026
408,175609,1,2019-06-13 12:22:01.762888,13.38558,52.520157
409,176880,1,2019-06-13 12:22:01.762888,13.387022,52.51551
410,186945,1,2019-06-13 12:22:01.762888,13.397328,52.509155
411,176373,1,2019-06-13 12:22:01.762888,13.385552,52.520187
412,177042,1,2019-06-13 12:22:01.762888,13.385537,52.52021
413,176156,1,2019-06-13 12:22:01.762888,13.394576,52.510006
414,184040,1,2019-06-13 12:22:01.762888,13.385508,52.520214
415,176648,1,2019-06-13 12:22:01.762888,13.386977,52.51546
416,175832,1,2019-06-13 12:22:01.762888,13.389576,52.512722
417,183813,1,2019-06-13 12:22:01.762888,13.420158,52.512573
